tile,frame,labelled,pre_found,pre_hit,ft_found,ft_hit,gain
18June13Camera1-Card2-0296_80.png,18June13Camera1-Card2-0296,2,17,0,13,1,1
18June13Camera1-Card2-0296_81.png,18June13Camera1-Card2-0296,79,36,19,40,32,13
18June13Camera1-Card2-0296_82.png,18June13Camera1-Card2-0296,104,34,19,46,38,19
18June13Camera1-Card2-0296_83.png,18June13Camera1-Card2-0296,94,40,14,49,37,23
18June13Camera1-Card2-0296_84.png,18June13Camera1-Card2-0296,38,28,10,28,14,4
18June13Camera1-Card2-0296_85.png,18June13Camera1-Card2-0296,7,13,3,7,4,1
18June13Camera1-Card2-0296_86.png,18June13Camera1-Card2-0296,3,6,2,4,1,-1
18June13Camera1-Card2-0296_91.png,18June13Camera1-Card2-0296,59,34,13,34,24,11
18June13Camera1-Card2-0296_92.png,18June13Camera1-Card2-0296,83,48,25,48,34,9
18June13Camera1-Card2-0296_93.png,18June13Camera1-Card2-0296,84,51,25,48,32,7
18June13Camera1-Card2-0296_94.png,18June13Camera1-Card2-0296,28,23,8,17,10,2
18June13Camera1-Card2-0296_95.png,18June13Camera1-Card2-0296,1,8,1,5,1,0
18June13Camera2-Card2-1299_106.png,18June13Camera2-Card2-1299,5,14,2,7,3,1
18June13Camera2-Card2-1299_107.png,18June13Camera2-Card2-1299,5,11,1,5,2,1
18June13Camera2-Card2-1299_116.png,18June13Camera2-Card2-1299,2,7,1,6,1,0
18June13Camera2-Card2-1299_117.png,18June13Camera2-Card2-1299,1,2,0,3,0,0
18June13Camera2-Card2-1299_128.png,18June13Camera2-Card2-1299,2,6,1,3,1,0
18June13Camera2-Card2-1299_129.png,18June13Camera2-Card2-1299,2,15,1,6,1,0
18June13Camera2-Card2-1299_138.png,18June13Camera2-Card2-1299,19,18,10,17,12,2
18June13Camera2-Card2-1299_139.png,18June13Camera2-Card2-1299,25,22,12,18,13,1
18June13Camera2-Card2-1299_144.png,18June13Camera2-Card2-1299,1,31,0,25,0,0
18June13Camera2-Card2-1299_148.png,18June13Camera2-Card2-1299,3,11,0,12,1,1
18June13Camera2-Card2-1299_149.png,18June13Camera2-Card2-1299,21,25,8,18,11,3
18June13Camera2-Card2-1299_154.png,18June13Camera2-Card2-1299,1,31,0,27,0,0
18June13Camera2-Card2-1299_158.png,18June13Camera2-Card2-1299,2,10,0,10,0,0
18June13Camera2-Card2-1299_159.png,18June13Camera2-Card2-1299,18,18,8,16,8,0
18June13Camera2-Card2-1299_36.png,18June13Camera2-Card2-1299,1,4,1,2,1,0
18June13Camera2-Card2-1299_37.png,18June13Camera2-Card2-1299,3,12,2,12,2,0
18June13Camera2-Card2-1299_38.png,18June13Camera2-Card2-1299,1,12,1,18,1,0
18June13Camera2-Card2-1299_39.png,18June13Camera2-Card2-1299,1,15,0,16,0,0
18June13Camera2-Card2-1299_46.png,18June13Camera2-Card2-1299,1,6,1,3,1,0
18June13Camera2-Card2-1299_47.png,18June13Camera2-Card2-1299,7,14,4,11,5,1
18June13Camera2-Card2-1299_48.png,18June13Camera2-Card2-1299,8,24,6,15,7,1
18June13Camera2-Card2-1299_49.png,18June13Camera2-Card2-1299,13,26,5,16,6,1
18June13Camera2-Card2-1299_57.png,18June13Camera2-Card2-1299,2,3,1,2,0,-1
18June13Camera2-Card2-1299_58.png,18June13Camera2-Card2-1299,8,13,3,9,2,-1
18June13Camera2-Card2-1299_59.png,18June13Camera2-Card2-1299,6,16,3,12,3,0
18June13Camera2-Card2-1299_69.png,18June13Camera2-Card2-1299,4,6,2,5,2,0
18June13Camera2-Card2-1299_79.png,18June13Camera2-Card2-1299,12,19,7,16,7,0
18June13Camera2-Card2-1299_81.png,18June13Camera2-Card2-1299,2,9,1,9,1,0
18June13Camera2-Card2-1299_89.png,18June13Camera2-Card2-1299,5,7,2,11,2,0
18June13Camera2-Card2-1299_95.png,18June13Camera2-Card2-1299,2,7,1,3,1,0
18June13Camera2-Card2-1299_96.png,18June13Camera2-Card2-1299,1,8,0,3,1,1
18June13Camera2-Card2-1299_97.png,18June13Camera2-Card2-1299,3,16,1,3,1,0
18June21Camera2-Card2-06174_103.png,18June21Camera2-Card2-06174,21,26,15,25,11,-4
18June21Camera2-Card2-06174_104.png,18June21Camera2-Card2-06174,14,17,4,18,7,3
18June21Camera2-Card2-06174_105.png,18June21Camera2-Card2-06174,10,11,0,9,0,0
18June21Camera2-Card2-06174_106.png,18June21Camera2-Card2-06174,2,9,0,4,0,0
18June21Camera2-Card2-06174_114.png,18June21Camera2-Card2-06174,38,43,27,42,16,-11
18June21Camera2-Card2-06174_115.png,18June21Camera2-Card2-06174,47,48,32,35,16,-16
18June21Camera2-Card2-06174_116.png,18June21Camera2-Card2-06174,12,8,1,6,0,-1
18June21Camera2-Card2-06174_125.png,18June21Camera2-Card2-06174,36,37,13,33,16,3
18June21Camera2-Card2-06174_126.png,18June21Camera2-Card2-06174,41,44,23,39,19,-4
18June21Camera2-Card2-06174_127.png,18June21Camera2-Card2-06174,3,8,1,5,0,-1
18June21Camera2-Card2-06174_136.png,18June21Camera2-Card2-06174,51,45,37,42,31,-6
18June21Camera2-Card2-06174_137.png,18June21Camera2-Card2-06174,50,51,31,40,18,-13
18June21Camera2-Card2-06174_138.png,18June21Camera2-Card2-06174,4,10,1,8,1,0
18June21Camera2-Card2-06174_147.png,18June21Camera2-Card2-06174,20,25,13,24,11,-2
18June21Camera2-Card2-06174_148.png,18June21Camera2-Card2-06174,44,54,28,49,23,-5
18June21Camera2-Card2-06174_157.png,18June21Camera2-Card2-06174,12,19,3,18,5,2
18June21Camera2-Card2-06174_158.png,18June21Camera2-Card2-06174,37,40,18,39,17,-1
18June21Camera2-Card2-06174_159.png,18June21Camera2-Card2-06174,79,78,48,53,28,-20
18June21Camera2-Card2-06174_160.png,18June21Camera2-Card2-06174,1,13,1,12,1,0
18June21Camera2-Card2-06174_166.png,18June21Camera2-Card2-06174,3,12,1,8,1,0
18June21Camera2-Card2-06174_168.png,18June21Camera2-Card2-06174,13,19,4,17,6,2
18June21Camera2-Card2-06174_169.png,18June21Camera2-Card2-06174,47,55,29,52,25,-4
18June21Camera2-Card2-06174_17.png,18June21Camera2-Card2-06174,24,4,0,0,0,0
18June21Camera2-Card2-06174_170.png,18June21Camera2-Card2-06174,93,90,65,73,46,-19
18June21Camera2-Card2-06174_171.png,18June21Camera2-Card2-06174,4,15,3,13,4,1
18June21Camera2-Card2-06174_18.png,18June21Camera2-Card2-06174,10,8,0,2,0,0
18June21Camera2-Card2-06174_28.png,18June21Camera2-Card2-06174,13,6,0,3,0,0
18June21Camera2-Card2-06174_29.png,18June21Camera2-Card2-06174,12,9,0,2,0,0
18June21Camera2-Card2-06174_39.png,18June21Camera2-Card2-06174,12,14,0,5,0,0
18June21Camera2-Card2-06174_40.png,18June21Camera2-Card2-06174,6,7,0,2,0,0
18June21Camera2-Card2-06174_50.png,18June21Camera2-Card2-06174,2,7,0,3,0,0
18June21Camera2-Card2-06174_55.png,18June21Camera2-Card2-06174,1,4,0,2,0,0
18June21Camera2-Card2-06174_56.png,18June21Camera2-Card2-06174,2,13,0,15,0,0
18June21Camera2-Card2-06174_57.png,18June21Camera2-Card2-06174,4,11,0,15,0,0
18June21Camera2-Card2-06174_58.png,18June21Camera2-Card2-06174,5,19,1,20,1,0
18June21Camera2-Card2-06174_59.png,18June21Camera2-Card2-06174,3,16,1,17,1,0
18June21Camera2-Card2-06174_6.png,18June21Camera2-Card2-06174,28,6,0,5,0,0
18June21Camera2-Card2-06174_60.png,18June21Camera2-Card2-06174,1,5,0,5,0,0
18June21Camera2-Card2-06174_61.png,18June21Camera2-Card2-06174,11,4,0,1,0,0
18June21Camera2-Card2-06174_68.png,18June21Camera2-Card2-06174,2,12,1,14,0,-1
18June21Camera2-Card2-06174_69.png,18June21Camera2-Card2-06174,6,16,3,15,3,0
18June21Camera2-Card2-06174_7.png,18June21Camera2-Card2-06174,22,9,0,0,0,0
18June21Camera2-Card2-06174_70.png,18June21Camera2-Card2-06174,14,18,3,18,5,2
18June21Camera2-Card2-06174_71.png,18June21Camera2-Card2-06174,2,7,1,6,1,0
18June21Camera2-Card2-06174_72.png,18June21Camera2-Card2-06174,14,2,0,1,0,0
18June21Camera2-Card2-06174_79.png,18June21Camera2-Card2-06174,7,19,2,16,2,0
18June21Camera2-Card2-06174_80.png,18June21Camera2-Card2-06174,14,20,4,21,4,0
18June21Camera2-Card2-06174_81.png,18June21Camera2-Card2-06174,7,14,2,14,2,0
18June21Camera2-Card2-06174_82.png,18June21Camera2-Card2-06174,2,10,1,8,1,0
18June21Camera2-Card2-06174_83.png,18June21Camera2-Card2-06174,8,5,0,4,0,0
18June21Camera2-Card2-06174_90.png,18June21Camera2-Card2-06174,1,13,0,16,0,0
18June21Camera2-Card2-06174_91.png,18June21Camera2-Card2-06174,11,22,3,23,4,1
18June21Camera2-Card2-06174_92.png,18June21Camera2-Card2-06174,6,15,1,13,1,0
18June21Camera2-Card2-06174_93.png,18June21Camera2-Card2-06174,6,11,3,9,3,0
18June21Camera2-Card2-06174_94.png,18June21Camera2-Card2-06174,10,9,1,8,2,1
18May11Camera1-Card4-0396_0.png,18May11Camera1-Card4-0396,6,9,2,7,2,0
18May11Camera1-Card4-0396_1.png,18May11Camera1-Card4-0396,2,11,1,7,2,1
18May11Camera1-Card4-0396_10.png,18May11Camera1-Card4-0396,7,9,3,10,5,2
18May11Camera1-Card4-0396_11.png,18May11Camera1-Card4-0396,8,5,3,6,4,1
18May11Camera1-Card4-0396_114.png,18May11Camera1-Card4-0396,4,2,2,5,1,-1
18May11Camera1-Card4-0396_12.png,18May11Camera1-Card4-0396,3,3,1,5,2,1
18May11Camera1-Card4-0396_124.png,18May11Camera1-Card4-0396,1,1,1,4,1,0
18May11Camera1-Card4-0396_125.png,18May11Camera1-Card4-0396,2,2,1,6,1,0
18May11Camera1-Card4-0396_13.png,18May11Camera1-Card4-0396,1,12,0,7,0,0
18May11Camera1-Card4-0396_134.png,18May11Camera1-Card4-0396,2,1,1,9,1,0
18May11Camera1-Card4-0396_135.png,18May11Camera1-Card4-0396,2,3,1,4,1,0
18May11Camera1-Card4-0396_14.png,18May11Camera1-Card4-0396,6,9,2,4,2,0
18May11Camera1-Card4-0396_15.png,18May11Camera1-Card4-0396,1,5,1,2,1,0
18May11Camera1-Card4-0396_16.png,18May11Camera1-Card4-0396,6,8,3,5,3,0
18May11Camera1-Card4-0396_17.png,18May11Camera1-Card4-0396,5,9,3,7,3,0
18May11Camera1-Card4-0396_18.png,18May11Camera1-Card4-0396,11,14,4,9,6,2
18May11Camera1-Card4-0396_19.png,18May11Camera1-Card4-0396,11,12,3,9,4,1
18May11Camera1-Card4-0396_20.png,18May11Camera1-Card4-0396,12,15,6,13,7,1
18May11Camera1-Card4-0396_21.png,18May11Camera1-Card4-0396,6,10,2,6,3,1
18May11Camera1-Card4-0396_22.png,18May11Camera1-Card4-0396,8,13,1,7,3,2
18May11Camera1-Card4-0396_23.png,18May11Camera1-Card4-0396,6,11,1,9,2,1
18May11Camera1-Card4-0396_24.png,18May11Camera1-Card4-0396,9,9,0,8,2,2
18May11Camera1-Card4-0396_25.png,18May11Camera1-Card4-0396,2,4,0,2,1,1
18May11Camera1-Card4-0396_26.png,18May11Camera1-Card4-0396,5,6,2,3,2,0
18May11Camera1-Card4-0396_27.png,18May11Camera1-Card4-0396,2,7,1,2,1,0
18May11Camera1-Card4-0396_3.png,18May11Camera1-Card4-0396,7,8,2,5,3,1
18May11Camera1-Card4-0396_30.png,18May11Camera1-Card4-0396,18,18,9,14,9,0
18May11Camera1-Card4-0396_31.png,18May11Camera1-Card4-0396,6,11,5,6,5,0
18May11Camera1-Card4-0396_32.png,18May11Camera1-Card4-0396,9,11,2,6,3,1
18May11Camera1-Card4-0396_33.png,18May11Camera1-Card4-0396,2,7,1,3,1,0
18May11Camera1-Card4-0396_34.png,18May11Camera1-Card4-0396,2,11,1,5,1,0
18May11Camera1-Card4-0396_35.png,18May11Camera1-Card4-0396,4,8,1,3,1,0
18May11Camera1-Card4-0396_37.png,18May11Camera1-Card4-0396,2,7,1,4,1,0
18May11Camera1-Card4-0396_4.png,18May11Camera1-Card4-0396,6,12,2,8,3,1
18May11Camera1-Card4-0396_40.png,18May11Camera1-Card4-0396,14,14,5,11,5,0
18May11Camera1-Card4-0396_41.png,18May11Camera1-Card4-0396,4,4,2,3,2,0
18May11Camera1-Card4-0396_42.png,18May11Camera1-Card4-0396,4,6,3,3,3,0
18May11Camera1-Card4-0396_43.png,18May11Camera1-Card4-0396,2,5,1,3,1,0
18May11Camera1-Card4-0396_44.png,18May11Camera1-Card4-0396,1,8,1,6,1,0
18May11Camera1-Card4-0396_45.png,18May11Camera1-Card4-0396,3,7,1,3,2,1
18May11Camera1-Card4-0396_47.png,18May11Camera1-Card4-0396,2,8,2,7,2,0
18May11Camera1-Card4-0396_5.png,18May11Camera1-Card4-0396,2,8,2,8,2,0
18May11Camera1-Card4-0396_50.png,18May11Camera1-Card4-0396,16,12,6,12,8,2
18May11Camera1-Card4-0396_51.png,18May11Camera1-Card4-0396,7,9,3,5,4,1
18May11Camera1-Card4-0396_52.png,18May11Camera1-Card4-0396,4,8,3,4,3,0
18May11Camera1-Card4-0396_53.png,18May11Camera1-Card4-0396,1,10,1,7,1,0
18May11Camera1-Card4-0396_54.png,18May11Camera1-Card4-0396,1,8,1,9,1,0
18May11Camera1-Card4-0396_55.png,18May11Camera1-Card4-0396,2,12,2,5,2,0
18May11Camera1-Card4-0396_57.png,18May11Camera1-Card4-0396,11,11,5,9,6,1
18May11Camera1-Card4-0396_58.png,18May11Camera1-Card4-0396,5,11,2,5,3,1
18May11Camera1-Card4-0396_6.png,18May11Camera1-Card4-0396,2,7,1,5,1,0
18May11Camera1-Card4-0396_60.png,18May11Camera1-Card4-0396,6,15,2,12,3,1
18May11Camera1-Card4-0396_61.png,18May11Camera1-Card4-0396,5,11,1,10,3,2
18May11Camera1-Card4-0396_62.png,18May11Camera1-Card4-0396,6,7,3,7,4,1
18May11Camera1-Card4-0396_64.png,18May11Camera1-Card4-0396,3,5,2,4,2,0
18May11Camera1-Card4-0396_65.png,18May11Camera1-Card4-0396,4,4,2,4,3,1
18May11Camera1-Card4-0396_67.png,18May11Camera1-Card4-0396,9,10,3,4,3,0
18May11Camera1-Card4-0396_68.png,18May11Camera1-Card4-0396,3,9,1,8,1,0
18May11Camera1-Card4-0396_7.png,18May11Camera1-Card4-0396,5,13,2,8,2,0
18May11Camera1-Card4-0396_70.png,18May11Camera1-Card4-0396,2,7,0,5,1,1
18May11Camera1-Card4-0396_71.png,18May11Camera1-Card4-0396,10,11,3,6,4,1
18May11Camera1-Card4-0396_72.png,18May11Camera1-Card4-0396,5,10,4,10,4,0
18May11Camera1-Card4-0396_73.png,18May11Camera1-Card4-0396,5,12,4,12,4,0
18May11Camera1-Card4-0396_74.png,18May11Camera1-Card4-0396,3,13,3,8,3,0
18May11Camera1-Card4-0396_75.png,18May11Camera1-Card4-0396,10,13,4,10,5,1
18May11Camera1-Card4-0396_76.png,18May11Camera1-Card4-0396,3,10,3,7,3,0
18May11Camera1-Card4-0396_77.png,18May11Camera1-Card4-0396,8,10,4,6,4,0
18May11Camera1-Card4-0396_78.png,18May11Camera1-Card4-0396,2,9,1,7,1,0
18May11Camera1-Card4-0396_79.png,18May11Camera1-Card4-0396,1,10,0,7,1,1
18May11Camera1-Card4-0396_8.png,18May11Camera1-Card4-0396,9,12,2,10,4,2
18May11Camera1-Card4-0396_82.png,18May11Camera1-Card4-0396,1,4,0,2,1,1
18May11Camera1-Card4-0396_85.png,18May11Camera1-Card4-0396,3,9,1,7,2,1
18May11Camera1-Card4-0396_86.png,18May11Camera1-Card4-0396,11,11,5,12,5,0
18May11Camera1-Card4-0396_87.png,18May11Camera1-Card4-0396,16,11,5,12,9,4
18May11Camera1-Card4-0396_9.png,18May11Camera1-Card4-0396,6,8,1,8,2,1
18May11Camera1-Card4-0396_96.png,18May11Camera1-Card4-0396,1,4,0,5,1,1
18May11Camera1-Card4-0396_97.png,18May11Camera1-Card4-0396,2,12,1,9,2,1
18May11Camera1-Card4-0396_98.png,18May11Camera1-Card4-0396,1,9,1,7,1,0
18May11Camera1-Card4-0411_0.png,18May11Camera1-Card4-0411,2,3,1,4,1,0
18May11Camera1-Card4-0411_1.png,18May11Camera1-Card4-0411,5,8,1,8,3,2
18May11Camera1-Card4-0411_30.png,18May11Camera1-Card4-0411,1,3,0,3,0,0
18May11Camera1-Card4-0411_52.png,18May11Camera1-Card4-0411,2,7,1,6,1,0
18May11Camera1-Card4-0411_54.png,18May11Camera1-Card4-0411,3,7,1,6,1,0
18May11Camera1-Card4-0411_60.png,18May11Camera1-Card4-0411,5,2,2,5,2,0
18May11Camera1-Card4-0411_63.png,18May11Camera1-Card4-0411,1,4,1,4,1,0
18May11Camera1-Card4-0411_64.png,18May11Camera1-Card4-0411,8,9,3,8,5,2
18May11Camera1-Card4-0411_65.png,18May11Camera1-Card4-0411,5,5,0,2,0,0
18May11Camera1-Card4-0411_70.png,18May11Camera1-Card4-0411,1,1,0,2,1,1
18May11Camera1-Card4-0411_73.png,18May11Camera1-Card4-0411,2,3,1,5,1,0
18May11Camera1-Card4-0411_74.png,18May11Camera1-Card4-0411,1,4,1,6,1,0
18May11Camera1-Card4-0411_81.png,18May11Camera1-Card4-0411,4,2,1,2,1,0
18May11Camera1-Card4-0411_82.png,18May11Camera1-Card4-0411,4,5,1,5,1,0
18May11Camera1-Card4-0411_85.png,18May11Camera1-Card4-0411,1,4,0,6,1,1
18May11Camera1-Card4-0411_86.png,18May11Camera1-Card4-0411,1,4,0,3,0,0
18May11Camera1-Card4-0411_92.png,18May11Camera1-Card4-0411,1,3,1,6,1,0
18May11Camera1-Card6-0369_104.png,18May11Camera1-Card6-0369,3,6,2,6,2,0
18May11Camera1-Card6-0369_105.png,18May11Camera1-Card6-0369,6,9,3,8,4,1
18May11Camera1-Card6-0369_114.png,18May11Camera1-Card6-0369,2,11,1,7,1,0
18May11Camera1-Card6-0369_115.png,18May11Camera1-Card6-0369,2,5,1,4,1,0
18May11Camera1-Card6-0369_124.png,18May11Camera1-Card6-0369,1,5,1,3,1,0
18May11Camera1-Card6-0369_125.png,18May11Camera1-Card6-0369,5,7,1,5,2,1
18May11Camera1-Card6-0369_131.png,18May11Camera1-Card6-0369,5,1,0,3,2,2
18May11Camera1-Card6-0369_133.png,18May11Camera1-Card6-0369,5,6,2,5,3,1
18May11Camera1-Card6-0369_134.png,18May11Camera1-Card6-0369,7,7,4,6,4,0
18May11Camera1-Card6-0369_25.png,18May11Camera1-Card6-0369,4,7,2,7,2,0
18May11Camera1-Card6-0369_35.png,18May11Camera1-Card6-0369,2,7,1,6,1,0
18May11Camera1-Card6-0369_36.png,18May11Camera1-Card6-0369,2,5,1,4,1,0
18May11Camera1-Card6-0369_45.png,18May11Camera1-Card6-0369,7,10,2,7,3,1
18May11Camera1-Card6-0369_46.png,18May11Camera1-Card6-0369,4,6,2,6,2,0
18May11Camera1-Card6-0369_54.png,18May11Camera1-Card6-0369,1,7,1,3,1,0
18May11Camera1-Card6-0369_55.png,18May11Camera1-Card6-0369,4,8,2,6,2,0
18May11Camera1-Card6-0369_56.png,18May11Camera1-Card6-0369,4,5,1,5,2,1
18May11Camera1-Card6-0369_57.png,18May11Camera1-Card6-0369,2,3,1,4,1,0
18May11Camera1-Card6-0369_6.png,18May11Camera1-Card6-0369,1,1,0,0,0,0
18May11Camera1-Card6-0369_64.png,18May11Camera1-Card6-0369,7,6,1,8,5,4
18May11Camera1-Card6-0369_65.png,18May11Camera1-Card6-0369,12,10,4,10,6,2
18May11Camera1-Card6-0369_66.png,18May11Camera1-Card6-0369,10,8,2,7,5,3
18May11Camera1-Card6-0369_67.png,18May11Camera1-Card6-0369,2,3,1,1,1,0
18May11Camera1-Card6-0369_7.png,18May11Camera1-Card6-0369,1,0,0,0,0,0
18May11Camera1-Card6-0369_74.png,18May11Camera1-Card6-0369,4,9,2,6,2,0
18May11Camera1-Card6-0369_75.png,18May11Camera1-Card6-0369,6,11,2,10,2,0
18May11Camera1-Card6-0369_76.png,18May11Camera1-Card6-0369,2,4,1,8,1,0
18May11Camera1-Card6-0369_82.png,18May11Camera1-Card6-0369,2,3,1,2,1,0
18May11Camera1-Card6-0369_83.png,18May11Camera1-Card6-0369,4,9,1,8,2,1
18May11Camera1-Card6-0369_84.png,18May11Camera1-Card6-0369,4,14,2,12,2,0
18May11Camera1-Card6-0369_85.png,18May11Camera1-Card6-0369,6,13,2,12,2,0
18May11Camera1-Card6-0369_86.png,18May11Camera1-Card6-0369,6,6,2,6,3,1
18May11Camera1-Card6-0369_93.png,18May11Camera1-Card6-0369,7,15,5,14,6,1
18May11Camera1-Card6-0369_94.png,18May11Camera1-Card6-0369,2,8,1,8,2,1
18May11Camera1-Card6-0369_95.png,18May11Camera1-Card6-0369,2,7,1,8,1,0
18May11Camera1-Card6-0369_96.png,18May11Camera1-Card6-0369,3,8,1,5,2,1
19June12Camera1-Card4-0974_17.png,19June12Camera1-Card4-0974,2,8,0,6,0,0
19June12Camera1-Card4-0974_4.png,19June12Camera1-Card4-0974,1,8,0,5,0,0
19June12Camera1-Card4-0974_50.png,19June12Camera1-Card4-0974,56,52,6,64,7,1
19June12Camera1-Card4-0974_51.png,19June12Camera1-Card4-0974,20,30,2,30,1,-1
19June12Camera1-Card4-0974_52.png,19June12Camera1-Card4-0974,7,16,1,13,1,0
19June12Camera1-Card4-0974_53.png,19June12Camera1-Card4-0974,1,8,0,3,0,0
19June12Camera1-Card4-0974_60.png,19June12Camera1-Card4-0974,92,47,6,54,2,-4
19June12Camera1-Card4-0974_61.png,19June12Camera1-Card4-0974,122,59,6,78,7,1
19June12Camera1-Card4-0974_62.png,19June12Camera1-Card4-0974,84,56,6,66,7,1
19June12Camera1-Card4-0974_63.png,19June12Camera1-Card4-0974,14,17,0,16,1,1
19June12Camera1-Card4-0974_64.png,19June12Camera1-Card4-0974,2,12,0,7,0,0
19June12Camera1-Card4-0974_71.png,19June12Camera1-Card4-0974,12,10,2,10,4,2
19June12Camera1-Card4-0974_75.png,19June12Camera1-Card4-0974,2,8,0,5,0,0
19June13Camera2-Card4-0781_0.png,19June13Camera2-Card4-0781,1,26,0,5,1,1
19June13Camera2-Card4-0781_10.png,19June13Camera2-Card4-0781,1,26,0,12,0,0
19June13Camera2-Card4-0781_101.png,19June13Camera2-Card4-0781,1,6,0,10,0,0
19June13Camera2-Card4-0781_103.png,19June13Camera2-Card4-0781,1,7,0,9,1,1
19June13Camera2-Card4-0781_110.png,19June13Camera2-Card4-0781,18,35,0,8,0,0
19June13Camera2-Card4-0781_111.png,19June13Camera2-Card4-0781,21,29,0,14,1,1
19June13Camera2-Card4-0781_114.png,19June13Camera2-Card4-0781,2,14,1,16,2,1
19June13Camera2-Card4-0781_12.png,19June13Camera2-Card4-0781,1,29,0,14,0,0
19June13Camera2-Card4-0781_120.png,19June13Camera2-Card4-0781,5,15,0,7,0,0
19June13Camera2-Card4-0781_121.png,19June13Camera2-Card4-0781,7,24,0,13,1,1
19June13Camera2-Card4-0781_140.png,19June13Camera2-Card4-0781,5,4,0,3,0,0
19June13Camera2-Card4-0781_150.png,19June13Camera2-Card4-0781,5,3,0,3,0,0
19June13Camera2-Card4-0781_16.png,19June13Camera2-Card4-0781,2,17,1,9,0,-1
19June13Camera2-Card4-0781_2.png,19June13Camera2-Card4-0781,1,26,0,10,0,0
19June13Camera2-Card4-0781_22.png,19June13Camera2-Card4-0781,1,26,0,17,1,1
19June13Camera2-Card4-0781_3.png,19June13Camera2-Card4-0781,2,23,1,11,0,-1
19June13Camera2-Card4-0781_30.png,19June13Camera2-Card4-0781,1,22,0,10,0,0
19June13Camera2-Card4-0781_31.png,19June13Camera2-Card4-0781,1,21,1,12,1,0
19June13Camera2-Card4-0781_32.png,19June13Camera2-Card4-0781,2,14,1,10,1,0
19June13Camera2-Card4-0781_35.png,19June13Camera2-Card4-0781,1,36,1,8,1,0
19June13Camera2-Card4-0781_36.png,19June13Camera2-Card4-0781,2,15,1,13,1,0
19June13Camera2-Card4-0781_37.png,19June13Camera2-Card4-0781,1,18,1,16,1,0
19June13Camera2-Card4-0781_38.png,19June13Camera2-Card4-0781,1,26,1,12,1,0
19June13Camera2-Card4-0781_39.png,19June13Camera2-Card4-0781,1,25,0,9,0,0
19June13Camera2-Card4-0781_41.png,19June13Camera2-Card4-0781,1,18,1,14,1,0
19June13Camera2-Card4-0781_42.png,19June13Camera2-Card4-0781,3,24,1,19,1,0
19June13Camera2-Card4-0781_43.png,19June13Camera2-Card4-0781,1,25,0,16,0,0
19June13Camera2-Card4-0781_44.png,19June13Camera2-Card4-0781,2,29,0,12,0,0
19June13Camera2-Card4-0781_47.png,19June13Camera2-Card4-0781,3,22,2,11,3,1
19June13Camera2-Card4-0781_48.png,19June13Camera2-Card4-0781,1,25,1,9,1,0
19June13Camera2-Card4-0781_49.png,19June13Camera2-Card4-0781,1,22,0,7,0,0
19June13Camera2-Card4-0781_50.png,19June13Camera2-Card4-0781,2,20,1,12,2,1
19June13Camera2-Card4-0781_51.png,19June13Camera2-Card4-0781,3,13,1,12,1,0
19June13Camera2-Card4-0781_54.png,19June13Camera2-Card4-0781,3,26,0,12,1,1
19June13Camera2-Card4-0781_57.png,19June13Camera2-Card4-0781,3,19,2,14,2,0
19June13Camera2-Card4-0781_58.png,19June13Camera2-Card4-0781,2,22,0,17,1,1
19June13Camera2-Card4-0781_6.png,19June13Camera2-Card4-0781,2,24,0,12,0,0
19June13Camera2-Card4-0781_60.png,19June13Camera2-Card4-0781,1,28,0,13,0,0
19June13Camera2-Card4-0781_62.png,19June13Camera2-Card4-0781,1,23,1,16,1,0
19June13Camera2-Card4-0781_63.png,19June13Camera2-Card4-0781,2,15,1,12,1,0
19June13Camera2-Card4-0781_64.png,19June13Camera2-Card4-0781,1,9,0,8,0,0
19June13Camera2-Card4-0781_65.png,19June13Camera2-Card4-0781,1,14,0,7,0,0
19June13Camera2-Card4-0781_66.png,19June13Camera2-Card4-0781,1,16,0,11,0,0
19June13Camera2-Card4-0781_67.png,19June13Camera2-Card4-0781,2,11,0,12,0,0
19June13Camera2-Card4-0781_70.png,19June13Camera2-Card4-0781,1,25,0,12,0,0
19June13Camera2-Card4-0781_72.png,19June13Camera2-Card4-0781,3,18,1,12,2,1
19June13Camera2-Card4-0781_73.png,19June13Camera2-Card4-0781,1,11,0,8,0,0
19June13Camera2-Card4-0781_75.png,19June13Camera2-Card4-0781,3,18,1,10,1,0
19June13Camera2-Card4-0781_76.png,19June13Camera2-Card4-0781,1,16,0,12,0,0
19June13Camera2-Card4-0781_77.png,19June13Camera2-Card4-0781,2,9,0,13,0,0
19June13Camera2-Card4-0781_80.png,19June13Camera2-Card4-0781,2,12,1,12,2,1
19June13Camera2-Card4-0781_81.png,19June13Camera2-Card4-0781,2,18,1,12,2,1
19June13Camera2-Card4-0781_83.png,19June13Camera2-Card4-0781,1,21,0,13,0,0
19June13Camera2-Card4-0781_89.png,19June13Camera2-Card4-0781,1,13,1,10,1,0
19June13Camera2-Card4-0781_92.png,19June13Camera2-Card4-0781,1,14,0,9,0,0
19June13Camera2-Card4-0781_93.png,19June13Camera2-Card4-0781,3,11,0,13,0,0
19June13Camera2-Card4-0781_94.png,19June13Camera2-Card4-0781,2,8,0,9,1,1
19June13Camera2-Card4-0781_95.png,19June13Camera2-Card4-0781,1,5,1,3,1,0
19June13Camera2-Card4-0781_98.png,19June13Camera2-Card4-0781,1,19,0,12,0,0
19May11Camera2-Card7-0702_10.png,19May11Camera2-Card7-0702,21,2,0,3,0,0
